city,state_id,state_name,county_fips,county_name,latt,long,population,density,timezone,ranking,zips,loc_id
Schram City,IL,Illinois,17135,Montgomery,39.1631,-89.4609,720,490.6,America/Chicago,3,62049,534111
Ocilla,GA,Georgia,13155,Irwin,31.5987,-83.2498,3233,490.5,America/New_York,3,31774,576222
Claiborne,LA,Louisiana,22073,Ouachita,32.5379,-92.1981,12647,490.4,America/Chicago,3,71291,425304
Hot Sulphur Springs,CO,Colorado,08049,Grand,40.0748,-106.1032,977,490.4,America/Denver,3,80451,765029
Kiester,MN,Minnesota,27043,Faribault,43.5365,-93.7111,544,490.4,America/Chicago,3,56051,431102
Trumann,AR,Arkansas,05111,Poinsett,35.677,-90.5259,7432,490.3,America/Chicago,3,72472,686507
Ducor,CA,California,06107,Tulare,35.8927,-119.047,707,490.2,America/Los_Angeles,3,93218,577134
Massanetta Springs,VA,Virginia,51165,Rockingham,38.3899,-78.834,6028,490,America/New_York,3,22801,462013
Mission Canyon,CA,California,06083,Santa Barbara,34.4549,-119.7121,2296,490,America/Los_Angeles,3,93105,212657
Bermuda Run,NC,North Carolina,37059,Davie,36.0041,-80.4306,3166,489.9,America/New_York,3,27006,733208
Parksley,VA,Virginia,51001,Accomack,37.7863,-75.6539,782,489.9,America/New_York,3,23421,462007
Herrin,IL,Illinois,17199,Williamson,37.7983,-89.0305,12271,489.8,America/Chicago,3,62948 62933,509408
Tipp City,OH,Ohio,39109,Miami,39.9644,-84.1866,10344,489.7,America/New_York,3,45371,497451
Randolph,WI,Wisconsin,55027,Dodge,43.5397,-89.0029,1574,489.7,America/Chicago,3,53956 53957,144201
Cerrillos Hoyos,PR,Puerto Rico,72113,Ponce,18.0656,-66.5687,599,489.7,America/Puerto_Rico,3,00780,609604
Cortland,IL,Illinois,17037,DeKalb,41.9255,-88.6794,4556,489.6,America/Chicago,3,60112 60151,632011
Titusville,NJ,New Jersey,34021,Mercer,40.3087,-74.8767,594,489.6,America/New_York,3,08560,635813
Alsace Manor,PA,Pennsylvania,42011,Berks,40.3973,-75.8548,275,489.5,America/New_York,3,19522 19560,177025
Jan Phyl Village,FL,Florida,12105,Polk,28.0201,-81.7933,5798,489.4,America/New_York,3,33880,754102
Bloomer,WI,Wisconsin,55017,Chippewa,45.1033,-91.4915,3691,489.4,America/Chicago,3,54724,788711
Scanlon,MN,Minnesota,27017,Carlton,46.7066,-92.4287,1087,489.4,America/Chicago,3,55720,813213
Giltner,NE,Nebraska,31081,Hamilton,40.7749,-98.1535,491,489.4,America/Chicago,3,68841,387330
Higginsville,MO,Missouri,29107,Lafayette,39.0652,-93.727,4775,489.3,America/Chicago,3,64037,416119
Black Creek,WI,Wisconsin,55087,Outagamie,44.4742,-88.4506,1263,489.3,America/Chicago,3,54106,743251
Bourbon,MO,Missouri,29055,Crawford,38.1505,-91.2494,1694,489.2,America/Chicago,3,65441,431204
Fletcher,NC,North Carolina,37089,Henderson,35.4316,-82.5039,8022,489.1,America/New_York,3,28732,591254
Barron,WI,Wisconsin,55005,Barron,45.4015,-91.8476,3689,489.1,America/Chicago,3,54812,814157
Walford,IA,Iowa,19113,Linn,41.8799,-91.8306,1318,489.1,America/Chicago,3,52351,626122
Stronghurst,IL,Illinois,17071,Henderson,40.7463,-90.9094,1106,489.1,America/Chicago,3,61480,679308
Hardin,MT,Montana,30003,Big Horn,45.7422,-107.6082,3766,489,America/Denver,3,59034,532123
Medicine Lodge,KS,Kansas,20007,Barber,37.2851,-98.5812,1518,489,America/Chicago,3,67104,688506
Milbank,SD,South Dakota,46051,Grant,45.2195,-96.6338,3513,488.9,America/Chicago,3,57252,759013
Snyder,TX,Texas,48415,Scurry,32.7133,-100.9116,11310,488.7,America/Chicago,3,79549 79550,756126
Edinburgh,IN,Indiana,18081,Johnson,39.3509,-85.9625,4191,488.7,America/Indiana/Indianapolis,3,46124,586129
Seymour,WI,Wisconsin,55087,Outagamie,44.5142,-88.3271,3532,488.7,America/Chicago,3,54165,174507
East Altoona,PA,Pennsylvania,42013,Blair,40.5469,-78.3636,334,488.7,America/New_York,3,16601,505528
Bishopville,SC,South Carolina,45061,Lee,34.2202,-80.2483,2958,488.6,America/New_York,3,29010,460663
Gnadenhutten,OH,Ohio,39157,Tuscarawas,40.3598,-81.4289,1158,488.6,America/New_York,3,44629,754037
Grawn,MI,Michigan,26055,Grand Traverse,44.6611,-85.6883,824,488.6,America/Detroit,3,49637,509321
Winner,SD,South Dakota,46123,Tripp,43.3776,-99.8552,2900,488.5,America/Chicago,3,57580,502125
Danville,OH,Ohio,39083,Knox,40.4473,-82.2612,747,488.4,America/New_York,3,43014,251314
Holton,KS,Kansas,20085,Jackson,39.4699,-95.7319,3384,488.3,America/Chicago,3,66436,632202
Rockwood,MI,Michigan,26163,Wayne,42.0705,-83.243,3189,488.3,America/Detroit,3,48173,450119
Bovina,TX,Texas,48369,Parmer,34.5156,-102.8848,1490,488.3,America/Chicago,3,79009,415601
Cromwell,IN,Indiana,18113,Noble,41.4033,-85.6142,703,488.3,America/Indiana/Indianapolis,3,46732,508277
Onancock,VA,Virginia,51001,Accomack,37.7102,-75.7434,1323,488.2,America/New_York,3,23417,816106
Burton,MI,Michigan,26049,Genesee,42.9974,-83.6175,29529,488.1,America/Detroit,3,48529 48509 48519,603305
Hicksville,OH,Ohio,39039,Defiance,41.2944,-84.7648,3228,488.1,America/New_York,3,43526,328026
Morrice,MI,Michigan,26155,Shiawassee,42.8362,-84.1833,1647,488.1,America/Detroit,3,48857,764063
Ferndale,CA,California,06023,Humboldt,40.5781,-124.2612,1525,488,America/Los_Angeles,3,95536,491557
Monaville,WV,West Virginia,54045,Logan,37.8136,-81.9915,578,488,America/New_York,3,25601,144806
Galien,MI,Michigan,26021,Berrien,41.8015,-86.4995,519,487.9,America/Detroit,3,49113,603310
Selma,AL,Alabama,01047,Dallas,32.4166,-87.0336,17442,487.7,America/Chicago,3,36703 36701 36702,758082
Winder,GA,Georgia,13013,Barrow,33.9917,-83.7218,18847,487.6,America/New_York,3,30680,522436
Myers Corner,NY,New York,36027,Dutchess,41.5864,-73.8793,10786,487.6,America/New_York,3,12590 12524,686003
Sardis,MS,Mississippi,28107,Panola,34.4355,-89.9114,2525,487.6,America/Chicago,3,38666,824206
Fayette,MO,Missouri,29089,Howard,39.147,-92.6857,2800,487.5,America/Chicago,3,65248,380063
Westworth Village,TX,Texas,48439,Tarrant,32.7599,-97.4239,2618,487.5,America/Chicago,3,76114,768233
South Valley,NM,New Mexico,35001,Bernalillo,35.0093,-106.6819,36605,487.3,America/Denver,3,87105 87195,632402
Fort Irwin,CA,California,06071,San Bernardino,35.2477,-116.6834,8791,487.3,America/Los_Angeles,3,92310,441809
Searcy,AR,Arkansas,05145,White,35.2418,-91.7351,23115,487.2,America/Chicago,3,72143 72145 72149,281401
Eldon,MO,Missouri,29131,Miller,38.3511,-92.5766,4486,487.2,America/Chicago,3,65026,630611
Tolleson,AZ,Arizona,04013,Maricopa,33.4484,-112.256,7233,487.1,America/Phoenix,3,85353,695609
Illiopolis,IL,Illinois,17167,Sangamon,39.8498,-89.2521,854,487,America/Chicago,3,62539,313705
Duck Key,FL,Florida,12087,Monroe,24.771,-80.9132,755,487,America/New_York,3,33050,210426
Bertrand,NE,Nebraska,31137,Phelps,40.5263,-99.6324,684,487,America/Chicago,3,68927,516193
Denison,IA,Iowa,19047,Crawford,42.0162,-95.3528,8247,486.9,America/Chicago,3,51442,274202
New Glarus,WI,Wisconsin,55045,Green,42.8132,-89.6337,2276,486.9,America/Chicago,3,53574,249155
Vernon,TX,Texas,48487,Wilbarger,34.1479,-99.3,9947,486.8,America/Chicago,3,76384 76385,642128
Wood River,NE,Nebraska,31079,Hall,40.8196,-98.6041,1426,486.8,America/Chicago,3,68883,847303
Keene,TX,Texas,48251,Johnson,32.3955,-97.3226,6574,486.7,America/Chicago,3,76059 76009 76031,504313
Brownwood,TX,Texas,48049,Brown,31.7127,-98.9767,18805,486.6,America/Chicago,3,76801 76802 76803,603201
May Creek,WA,Washington,53061,Snohomish,47.8555,-121.6745,801,486.5,America/Los_Angeles,3,98251,247121
Lake Dalecarlia,IN,Indiana,18089,Lake,41.337,-87.4037,1421,486.4,America/Chicago,3,46307 46356,410402
Tilden,NE,Nebraska,31119,Madison,42.0435,-97.8318,977,486.4,America/Chicago,3,68781,533305
Canton,KS,Kansas,20113,McPherson,38.3857,-97.4303,626,486.4,America/Chicago,3,67428,824111
Belding,MI,Michigan,26067,Ionia,43.0968,-85.2331,5949,486.3,America/Detroit,3,48809,813211
Rockport,IN,Indiana,18147,Spencer,37.8895,-87.0542,2088,486.3,America/Chicago,3,47635,496554
Dysart,IA,Iowa,19171,Tama,42.1721,-92.3091,1575,486.2,America/Chicago,3,52224,250623
Valatie,NY,New York,36021,Columbia,42.4134,-73.6779,1579,486.1,America/New_York,3,12184,507306
Woodburn,IN,Indiana,18003,Allen,41.1287,-84.8503,1292,486,America/Indiana/Indianapolis,3,46797,416508
Lawton,IA,Iowa,19193,Woodbury,42.477,-96.1851,906,486,America/Chicago,3,51030,571432
Fremont,MI,Michigan,26123,Newaygo,43.4633,-85.9537,4532,485.9,America/Detroit,3,49412 49413,754130
Brookville,PA,Pennsylvania,42065,Jefferson,41.1615,-79.0827,3959,485.9,America/New_York,3,15825,461223
Vassar,MI,Michigan,26157,Tuscola,43.3719,-83.577,2704,485.9,America/Detroit,3,48768,509358
Jamestown,CA,California,06109,Tuolumne,37.9574,-120.411,3777,485.8,America/Los_Angeles,3,95370 95327,811305
Corydon,KY,Kentucky,21101,Henderson,37.7403,-87.7063,683,485.8,America/Chicago,3,42406,517569
West Middlesex,PA,Pennsylvania,42085,Mercer,41.1742,-80.4557,1063,485.5,America/New_York,3,16159,609405
Dewey,OK,Oklahoma,40147,Washington,36.7913,-95.9328,3388,485.4,America/Chicago,3,74006 74029,574214
Mingo Junction,OH,Ohio,39081,Jefferson,40.3244,-80.6173,3382,485.4,America/New_York,3,43938,768109
Elkhorn,WI,Wisconsin,55127,Walworth,42.6713,-88.5377,10259,485.3,America/Chicago,3,53121,695603
North Beach Haven,NJ,New Jersey,34029,Ocean,39.6008,-74.2123,2282,485.3,America/New_York,3,08008,577124
Beauxart Gardens,TX,Texas,48245,Jefferson,29.9585,-94.0354,1073,485.3,America/Chicago,3,77705,364140
Ottawa,IL,Illinois,17099,LaSalle,41.3555,-88.8261,18714,485.1,America/Chicago,3,61350,221304
Salix,PA,Pennsylvania,42021,Cambria,40.2964,-78.7594,1339,485.1,America/New_York,3,15963 15952 15955,679340
Glenpool,OK,Oklahoma,40143,Tulsa,35.9488,-96.0052,13885,485,America/Chicago,3,74047 74033,335041
Bettsville,OH,Ohio,39147,Seneca,41.244,-83.2338,655,485,America/New_York,3,44883 44815,743330
Dickson City,PA,Pennsylvania,42069,Lackawanna,41.4684,-75.6358,6022,484.9,America/New_York,3,18508 18519,741505
Eucalyptus Hills,CA,California,06073,San Diego,32.885,-116.9453,5976,484.9,America/Los_Angeles,3,92040,431510
Windsor,MO,Missouri,29083,Henry,38.5319,-93.5227,3038,484.9,America/Chicago,3,65360,671533
Clallam Bay,WA,Washington,53009,Clallam,48.2534,-124.2579,709,484.8,America/Los_Angeles,3,98326,570027
Saw Creek,PA,Pennsylvania,42103,Pike,41.1197,-75.0465,3980,484.7,America/New_York,3,18324,174308
Delmar,DE,Delaware,10005,Sussex,38.4651,-75.5553,2386,484.7,America/New_York,3,19940,700161
Union City,MI,Michigan,26023,Branch,42.0662,-85.1432,1814,484.7,America/Detroit,3,49094,679305
Bigelow Corners,CT,Connecticut,09190,Western Connecticut,41.4694,-73.5057,841,484.7,America/New_York,3,06812,752065
Glenwood,UT,Utah,49041,Sevier,38.7625,-111.9876,653,484.7,America/Denver,3,84730,523304
Country Squire Lakes,IN,Indiana,18079,Jennings,39.038,-85.6849,3211,484.6,America/Indiana/Indianapolis,3,47265,517416
Rainbow Lakes,NJ,New Jersey,34027,Morris,40.875,-74.4535,1376,484.5,America/New_York,3,07054 07834,506151
Youngsville,PA,Pennsylvania,42123,Warren,41.8525,-79.3167,1669,484.4,America/New_York,3,16371,576226
Boyce,VA,Virginia,51043,Clarke,39.0933,-78.0601,981,484.3,America/New_York,3,22620,535547
Black Mountain,NC,North Carolina,37021,Buncombe,35.6144,-82.3274,8462,484.2,America/New_York,3,28711,843333
South Berwick,ME,Maine,23031,York,43.2321,-70.7963,3441,484.2,America/New_York,3,03908,625110
Sandusky,MI,Michigan,26151,Sanilac,43.4212,-82.8333,2692,484.2,America/Detroit,3,48471,444805
Carrolltown,PA,Pennsylvania,42021,Cambria,40.6048,-78.7071,840,484.2,America/New_York,3,15722,210121
Middlesborough,KY,Kentucky,21013,Bell,36.6127,-83.7227,9258,484.1,America/New_York,3,40965,486887
Westlake,LA,Louisiana,22019,Calcasieu,30.2606,-93.2638,4794,484.1,America/Chicago,3,70669,854329
Upland,IN,Indiana,18053,Grant,40.4639,-85.5008,3935,484.1,America/Indiana/Indianapolis,3,46989,276206
Potomac,IL,Illinois,17183,Vermilion,40.3067,-87.7977,612,484.1,America/Chicago,3,61865,388255
Linn,KS,Kansas,20201,Washington,39.6793,-97.0869,478,484.1,America/Chicago,3,66953,843228
Williamsburg,KY,Kentucky,21235,Whitley,36.7393,-84.1647,5226,484,America/New_York,3,40769,277210
Hummels Wharf,PA,Pennsylvania,42109,Snyder,40.8308,-76.841,988,484,America/New_York,3,17870 17831,176022
Clayton,NJ,New Jersey,34015,Gloucester,39.6627,-75.0782,8867,483.9,America/New_York,3,08312 08094,141415
Denmark,WI,Wisconsin,55009,Brown,44.3493,-87.8313,2472,483.9,America/Chicago,3,54208,761001
Catlettsburg,KY,Kentucky,21019,Boyd,38.419,-82.6025,1672,483.9,America/New_York,3,41129,533445
Triana,AL,Alabama,01089,Madison,34.5888,-86.7489,3510,483.8,America/Chicago,3,35756,273162
Presidio,TX,Texas,48377,Presidio,29.5603,-104.3653,3226,483.8,America/Ojinaga,3,79845,273403
Phillipsburg,KS,Kansas,20147,Phillips,39.7512,-99.321,2132,483.8,America/Chicago,3,67661,494556
Harrison,TN,Tennessee,47065,Hamilton,35.1271,-85.1453,8446,483.7,America/New_York,3,37416 37341,332317
Letha,ID,Idaho,16045,Gem,43.8934,-116.6452,566,483.7,America/Boise,3,83636 83617,722141
Lake Havasu City,AZ,Arizona,04015,Mohave,34.5006,-114.3113,58037,483.6,America/Phoenix,3,86403 86406 86404 86405,797106
Boonville,NC,North Carolina,37197,Yadkin,36.234,-80.7093,1502,483.6,America/New_York,3,27011,362630
Plano,KY,Kentucky,21227,Warren,36.8772,-86.4165,1293,483.6,America/Chicago,3,42104,741163
Port Royal,PA,Pennsylvania,42067,Juniata,40.5338,-77.3894,754,483.6,America/New_York,3,17082,521135
Beulah,ND,North Dakota,38057,Mercer,47.2665,-101.7734,3058,483.5,America/North_Dakota/Beulah,3,58523,410302
Lake Andes,SD,South Dakota,46023,Charles Mix,43.156,-98.5361,934,483.5,America/Chicago,3,57356,246424
Newcomerstown,OH,Ohio,39157,Tuscarawas,40.2762,-81.5949,3585,483.4,America/New_York,3,43832,754028
Kenly,NC,North Carolina,37101,Johnston,35.5885,-78.137,2351,483.2,America/New_York,3,27542,403526
Maunawili,HI,Hawaii,15003,Honolulu,21.3667,-157.7713,2288,483.2,Pacific/Honolulu,3,96734,847108
Tulia,TX,Texas,48437,Swisher,34.5374,-101.7741,4451,483.1,America/Chicago,3,79088,121105
Overton,NE,Nebraska,31047,Dawson,40.7405,-99.5374,676,483.1,America/Chicago,3,68863,401605
Double Oak,TX,Texas,48121,Denton,33.0633,-97.1117,3060,483,America/Chicago,3,75077,484336
Auburn,AL,Alabama,01081,Lee,32.6087,-85.4903,108327,482.9,America/Chicago,2,36849 36832 36830 36831,824303
College Park,GA,Georgia,13121,Fulton,33.6363,-84.464,13969,482.9,America/New_York,3,30337 30349,506010
Cadillac,MI,Michigan,26165,Wexford,44.2493,-85.4164,10404,482.9,America/Detroit,3,49601,533124
Arcola,VA,Virginia,51107,Loudoun,38.9447,-77.5307,2858,482.9,America/New_York,3,20166 20105,607302
The University of Virginia's College at Wise,VA,Virginia,51195,Wise,36.9734,-82.5573,538,482.8,America/New_York,3,24293,689614
Angier,NC,North Carolina,37085,Harnett,35.5116,-78.7402,5746,482.6,America/New_York,3,27501,272153
Grafton,ND,North Dakota,38099,Walsh,48.4142,-97.4056,4128,482.6,America/Chicago,3,58237,533222
Elgin,IA,Iowa,19065,Fayette,42.9553,-91.6354,848,482.6,America/Chicago,3,52141,480555
Keota,OK,Oklahoma,40061,Haskell,35.2569,-94.9226,425,482.6,America/Chicago,3,74941,637403
Chico,WA,Washington,53035,Kitsap,47.6226,-122.7193,3016,482.5,America/Los_Angeles,3,98312 98383,585416
Ozawkie,KS,Kansas,20087,Jefferson,39.2354,-95.4659,599,482.5,America/Chicago,3,66070,152003
Ruth,NV,Nevada,32033,White Pine,39.2791,-114.9901,266,482.5,America/Los_Angeles,3,89319 89301,517172
Shelbyville,TN,Tennessee,47003,Bedford,35.4987,-86.4517,24125,482.4,America/Chicago,3,37160 37161 37162,273202
Celebration,FL,Florida,12097,Osceola,28.3102,-81.551,13150,482.4,America/New_York,3,34747,516312
Palmona Park,FL,Florida,12071,Lee,26.6892,-81.8945,1028,482.4,America/New_York,3,33903,466661
Tower Lakes,IL,Illinois,17097,Lake,42.2315,-88.1537,1148,482.3,America/Chicago,3,60010,535215
Haviland,KS,Kansas,20097,Kiowa,37.6173,-99.1059,615,482.3,America/Chicago,3,67059,678632
Lake Darby,OH,Ohio,39049,Franklin,39.9604,-83.2242,4323,482.2,America/New_York,3,43119,680702
Elma,WA,Washington,53027,Grays Harbor,47.0055,-123.4112,3452,482.2,America/Los_Angeles,3,98541,516110
Maugansville,MD,Maryland,24043,Washington,39.6937,-77.7472,3057,482.2,America/New_York,3,21767 21740,423106
Utica,OH,Ohio,39089,Licking,40.2335,-82.441,2180,482.2,America/New_York,3,43080,203150
Moncks Corner,SC,South Carolina,45015,Berkeley,33.173,-80.0107,14362,482.1,America/New_York,3,29461,334004
Clearwater,KS,Kansas,20173,Sedgwick,37.5096,-97.4975,2536,482.1,America/Chicago,3,67026,495557
Antigo,WI,Wisconsin,55067,Langlade,45.141,-89.1552,8058,482,America/Chicago,3,54409,825410
Albert City,IA,Iowa,19021,Buena Vista,42.7816,-94.9491,680,482,America/Chicago,3,50510,743383
Fenwick Island,DE,Delaware,10005,Sussex,38.4604,-75.0542,383,481.9,America/New_York,3,19944,575026
Carbondale,IL,Illinois,17077,Jackson,37.7221,-89.2237,21813,481.8,America/Chicago,3,62901 62902 62903,123302
Firestone,CO,Colorado,08123,Weld,40.1565,-104.9494,17353,481.8,America/Denver,3,80520 80504,577135
Macedonia,OH,Ohio,39153,Summit,41.3147,-81.4989,12142,481.8,America/New_York,3,44056,453556
Central City,NE,Nebraska,31121,Merrick,41.1134,-98.0008,3039,481.8,America/Chicago,3,68826,431721
Dugger,IN,Indiana,18153,Sullivan,39.0704,-87.259,731,481.8,America/Indiana/Indianapolis,3,47848,284205
Montrose,MN,Minnesota,27171,Wright,45.0669,-93.9203,3840,481.7,America/Chicago,3,55363,754205
Palma Sola,PR,Puerto Rico,72029,Canóvanas,18.324,-65.8715,1399,481.7,America/Puerto_Rico,3,00729,683548
Thomasville,GA,Georgia,13275,Thomas,30.8394,-83.9782,18720,481.4,America/New_York,3,31792 31758 31799,263629
South Burlington,VT,Vermont,50007,Chittenden,44.4622,-73.2202,20488,481.3,America/New_York,3,05403 05408 05407,576229
Green Forest,AR,Arkansas,05015,Carroll,36.3347,-93.431,3072,481.3,America/Chicago,3,72638,585326
Alpena,MI,Michigan,26007,Alpena,45.074,-83.4402,10178,480.9,America/Detroit,3,49707,638751
Carver,MN,Minnesota,27019,Carver,44.7648,-93.6537,5935,480.9,America/Chicago,3,55315,487110
Roland,IA,Iowa,19169,Story,42.1661,-93.5028,1458,480.8,America/Chicago,3,50236,690104
Río Lajas,PR,Puerto Rico,72051,Dorado,18.397,-66.2643,1879,480.7,America/Puerto_Rico,3,00646,788126
Braymer,MO,Missouri,29025,Caldwell,39.5905,-93.7961,736,480.7,America/Chicago,3,64624,382346
Platte,SD,South Dakota,46023,Charles Mix,43.3869,-98.8435,1310,480.6,America/Chicago,3,57369,500873
McMinnville,TN,Tennessee,47177,Warren,35.6864,-85.7812,13765,480.5,America/Chicago,3,37110 37111,782442
Boonsboro,MD,Maryland,24043,Washington,39.5078,-77.6585,3799,480.5,America/New_York,3,21713,176044
Dorchester,NE,Nebraska,31151,Saline,40.6477,-97.1153,622,480.5,America/Chicago,3,68343,786631
Dexter,NY,New York,36045,Jefferson,44.0111,-76.0425,828,480.4,America/New_York,3,13634,678541
Tinton Falls,NJ,New Jersey,34025,Monmouth,40.2708,-74.0949,19252,480.3,America/New_York,3,07712 07724 07753,332405
Isleta,NM,New Mexico,35001,Bernalillo,34.9042,-106.6992,909,480.3,America/Denver,4,87105 87022,722137
Newport,TN,Tennessee,47029,Cocke,35.9617,-83.1976,6881,480.2,America/New_York,3,37821 37822,829128
Alpine,TX,Texas,48043,Brewster,30.364,-103.665,6003,480.2,America/Chicago,3,79830 79832 79831,765020
Hiram,OH,Ohio,39133,Portage,41.3115,-81.1429,1363,480.2,America/New_York,3,44234,752022
Secretary,MD,Maryland,24019,Dorchester,38.6081,-75.947,598,480.2,America/New_York,3,21664,171007
New London,OH,Ohio,39077,Huron,41.0796,-82.4066,2742,480.1,America/New_York,3,44851,764048
Amsterdam,OH,Ohio,39081,Jefferson,40.4718,-80.9217,368,480.1,America/New_York,3,43903,481882
Whitesboro,TX,Texas,48181,Grayson,33.6612,-96.9022,4154,480,America/Chicago,3,76273,767066
Hartville,OH,Ohio,39151,Stark,40.9618,-81.3348,3355,480,America/New_York,3,44632,768212
Kalona,IA,Iowa,19183,Washington,41.4874,-91.7018,2679,480,America/Chicago,3,52247,311802
De Kalb,TX,Texas,48037,Bowie,33.5076,-94.6166,1702,480,America/Chicago,3,75559,689626
Germantown,IL,Illinois,17027,Clinton,38.5552,-89.5412,1268,480,America/Chicago,3,62245,844505
Newton,KS,Kansas,20079,Harvey,38.0368,-97.3449,18443,479.7,America/Chicago,3,67114,422203
Drayton,ND,North Dakota,38067,Pembina,48.562,-97.1794,818,479.7,America/Chicago,3,58225,533254
Owensville,OH,Ohio,39025,Clermont,39.1242,-84.1366,768,479.7,America/New_York,3,45103 45160,676509
Greenwood,NE,Nebraska,31025,Cass,40.9614,-96.4433,511,479.6,America/Chicago,3,68366,507116
La Center,KY,Kentucky,21007,Ballard,37.0749,-88.9748,752,479.5,America/Chicago,3,42056,686681
Mullins,SC,South Carolina,45067,Marion,34.204,-79.2536,3965,479.4,America/New_York,3,29574,854203
Montgomery,AL,Alabama,01101,Montgomery,32.3482,-86.2668,251545,479.3,America/Chicago,2,36112 36113 36110 36111 36116 36114 36115 36109 36130 36117 36101 36105 36104 36107 36106 36057 36108 36118 36120 36121 36123 36124 36125 36131 36132 36135 36140 36141 36142 36177 36191,695602
Poway,CA,California,06073,San Diego,32.9871,-117.0201,48515,479.3,America/Los_Angeles,3,92064 92074,441303
Johnston,IA,Iowa,19153,Polk,41.691,-93.7234,24196,479.3,America/Chicago,3,50131,614018
Cuero,TX,Texas,48123,DeWitt,29.1023,-97.2871,8147,479.2,America/Chicago,3,77954,533343
Kansas City,KS,Kansas,20209,Wyandotte,39.1235,-94.7443,154776,479.1,America/Chicago,2,66101 66102 66103 66104 66105 66106 66109 66160 66112 66111 66115 66118 66110 66117 66119,241406
Whitney,TX,Texas,48217,Hill,31.952,-97.3192,2308,479,America/Chicago,3,76692,391135
Wallace,ID,Idaho,16079,Shoshone,47.4736,-115.9227,1127,479,America/Los_Angeles,3,83873,522309
Edenburg,PA,Pennsylvania,42011,Berks,40.5658,-75.9593,716,479,America/New_York,3,19526,781102
Oakfield,WI,Wisconsin,55039,Fond du Lac,43.6843,-88.5476,1219,478.9,America/Chicago,3,53065,605108
Enterprise,KS,Kansas,20041,Dickinson,38.9029,-97.1163,831,478.9,America/Chicago,3,67441,444704
Morrow,OH,Ohio,39165,Warren,39.35,-84.123,2526,478.8,America/New_York,3,45152,181202
Westbrook,MN,Minnesota,27033,Cottonwood,44.0422,-95.4374,831,478.8,America/Chicago,3,56183,425302
Watertown,SD,South Dakota,46029,Codington,44.9094,-97.1532,22859,478.7,America/Chicago,3,57201,522256
Martinsville,VA,Virginia,51690,Martinsville,36.6826,-79.8636,13584,478.7,America/New_York,3,24112 24113 24114 24115,846002
Sparta,WI,Wisconsin,55081,Monroe,43.9377,-90.8131,9921,478.6,America/Chicago,3,54656,741509
Dardanelle,AR,Arkansas,05149,Yell,35.2263,-93.1649,4517,478.6,America/Chicago,3,72834,458110
Murfreesboro,NC,North Carolina,37091,Hertford,36.4419,-77.0968,2814,478.6,America/New_York,3,27818 27855,754106
Ruth,NC,North Carolina,37161,Rutherford,35.3824,-81.9448,526,478.6,America/New_York,3,28139,505453
Belle Plaine,MN,Minnesota,27139,Scott,44.6196,-93.7606,7401,478.5,America/Chicago,3,56011,576214
Ormond Beach,FL,Florida,12127,Volusia,29.2985,-81.1014,43514,478.4,America/New_York,3,32174 32176 32173 32175,737133
Belmont,NC,North Carolina,37071,Gaston,35.2212,-81.0401,15140,478.3,America/New_York,3,28012,679505
London,OH,Ohio,39097,Madison,39.8935,-83.4375,10403,478.3,America/New_York,3,43140,721433
Wellington,OH,Ohio,39093,Lorain,41.1613,-82.2255,4514,478.3,America/New_York,3,44090,761027
Delta,MO,Missouri,29031,Cape Girardeau,37.1973,-89.7392,488,478.3,America/Chicago,3,63744 63740,641013
East Freedom,PA,Pennsylvania,42013,Blair,40.3552,-78.4305,613,478.2,America/New_York,3,16637,828121
Franklin,OH,Ohio,39165,Warren,39.5538,-84.2952,11670,478.1,America/New_York,3,45005,505460
Lenoir City,TN,Tennessee,47105,Loudon,35.8111,-84.2818,10681,478.1,America/New_York,3,37772 37771,682503
Lake Norman of Catawba,NC,North Carolina,37097,Iredell,35.5995,-80.984,12496,478,America/New_York,3,28117,680524
River Ridge,FL,Florida,12101,Pasco,28.2669,-82.6257,5191,478,America/New_York,3,34655 34654,695146
Eyota,MN,Minnesota,27109,Olmsted,43.9883,-92.2321,2090,478,America/Chicago,3,55934,523240
Hoffman,IL,Illinois,17027,Clinton,38.5404,-89.2644,627,478,America/Chicago,3,62250,175023
Greensburg,IN,Indiana,18031,Decatur,39.3518,-85.5028,11585,477.8,America/Indiana/Indianapolis,3,47240,523212
Louisa,VA,Virginia,51109,Louisa,38.0212,-77.9986,2249,477.8,America/New_York,3,23093,518206
Hotchkiss,CO,Colorado,08029,Delta,38.799,-107.7133,1147,477.8,America/Denver,3,81419,464221
Marydel,MD,Maryland,24011,Caroline,39.113,-75.7497,136,477.8,America/New_York,3,21649,232118
Dover,NH,New Hampshire,33017,Strafford,43.1887,-70.8845,72476,477.7,America/New_York,3,03820 03821,505524
Catalina Foothills,AZ,Arizona,04019,Pima,32.3046,-110.8838,51756,477.7,America/Phoenix,3,85750 85715 85718 85728,639110
Milford,DE,Delaware,10005,Sussex,38.9091,-75.4227,12193,477.6,America/New_York,3,19963,243638
New Holstein,WI,Wisconsin,55015,Calumet,43.9491,-88.0942,3104,477.6,America/Chicago,3,53061 53062,713130
Columbus,TX,Texas,48089,Colorado,29.7056,-96.5571,3718,477.5,America/Chicago,3,78934,331024
Winslow,IN,Indiana,18125,Pike,38.3834,-87.213,850,477.5,America/Indiana/Petersburg,3,47598,743123
Alamosa,CO,Colorado,08003,Alamosa,37.4752,-105.877,9847,477.4,America/Denver,3,81101,413107
